matricula,modelo_id,ano_fabricacao,data_ultima_revisao,total_horas_voo,ativa
HL-5751V,692,1994,2026-02-16,50898,True
PT-409P,49,2007,2024-12-20,36457,True
EC-6272J,852,2001,2024-12-16,31292,True
G-7075C,871,1990,2025-06-25,15020,True
PU-8580J,168,2010,2025-05-06,21156,True
G-7702D,614,2003,2024-08-02,8167,True
TC-4956P,935,2002,2025-09-01,76026,False
F-7952L,198,2011,2024-11-13,69923,True
F-3438F,744,2007,2025-05-14,27326,True
EC-6019D,242,2002,2025-07-19,29678,True
JA-6792X,612,2013,2026-02-22,35180,True
PS-3104I,426,2004,2026-01-22,45972,True
G-8231R,529,2002,2025-12-20,65114,True
D-7995Z,162,1993,2025-08-01,40372,True
EC-8254D,515,2022,2025-04-29,71928,True
PP-7724D,756,2014,2025-03-21,55767,True
PU-5920L,752,2003,2024-10-30,78526,True
PP-8635I,19,2003,2026-03-08,34909,True
TC-9894M,307,2013,2025-03-27,34914,True
PU-107N,403,2023,2026-02-02,77861,True
PU-2549K,222,2000,2025-10-07,67528,True
EC-3904A,890,2025,2025-01-17,3944,True
VH-8962P,180,1997,2025-03-30,24876,True
JA-3198X,18,2000,2026-01-15,4691,True
B-5897N,643,2011,2025-02-13,58645,True
PP-3425R,440,1997,2024-12-07,53476,True
PT-9030N,72,1996,2026-05-30,31969,True
B-7164V,278,1993,2024-11-19,54146,True
F-625Z,989,2013,2024-11-30,9872,True
PU-860J,660,2021,2025-01-21,63937,True
PR-3959Z,124,2022,2026-02-26,69325,True
D-4905C,398,2004,2025-05-13,23926,True
F-5224L,417,2004,2025-05-11,30167,True
HL-180F,229,2011,2025-01-02,19242,True
JA-1619P,646,1998,2025-12-31,13843,True
F-2956R,588,1994,2025-08-21,32489,False
JA-5384C,21,1999,2025-04-15,59424,True
PR-5861U,534,1995,2024-11-26,34766,True
HL-9519N,684,1993,2024-11-03,43624,True
PS-3654B,605,2006,2025-06-09,60122,True
TC-7478M,972,2022,2025-08-24,69031,True
PU-3335I,811,2014,2026-04-27,35889,True
PP-5411I,413,2003,2026-04-01,62501,True
PS-261B,229,1990,2024-09-24,35706,True
G-6735Z,903,1999,2024-10-01,30876,True
VH-2993L,254,1992,2026-02-08,15843,True
VH-8723Z,645,1995,2026-04-05,77722,True
B-163D,92,1998,2026-05-26,77027,True
PR-8097V,740,2022,2025-11-21,13383,True
JA-4884D,311,2014,2025-05-02,45605,True
G-3973O,46,2021,2026-05-17,4878,True
B-3961U,676,2020,2026-04-26,25576,True
D-6119C,262,2005,2024-10-12,48986,True
HL-5362L,760,2006,2025-06-26,56100,True
PP-2596V,549,2009,2024-08-29,60056,True
G-6440B,58,2021,2025-09-23,40222,True
TC-9556A,590,1995,2026-05-21,20202,True
EC-3809L,569,1996,2024-07-29,48338,True
PT-9014Z,890,2013,2025-02-24,38963,True
PU-8449T,823,2015,2024-06-02,43929,True
F-4196M,577,2013,2024-10-20,35499,True
EC-5242M,763,2019,2024-11-18,60605,True
G-1189F,252,2008,2025-06-13,2264,False
PT-5471E,184,1991,2025-01-13,38501,False
PT-5954A,495,2017,2024-11-09,21626,True
B-4528F,24,1996,2025-08-02,19371,True
D-2339Y,190,1992,2026-04-21,77607,True
PU-2951F,26,2023,2025-10-11,18013,True
HL-1486V,614,2025,2025-06-24,47114,True
JA-8489P,217,2008,2024-12-09,14468,True
PS-7405E,213,1992,2025-01-11,59894,True
D-1731U,218,2014,2025-01-31,9003,True
D-4262S,510,2022,2024-07-11,77636,True
JA-6055F,329,2024,2025-02-07,41783,True
B-5316K,651,2011,2024-10-07,15718,True
PT-4876H,432,1993,2024-08-30,37870,True
D-2183J,241,1990,2025-09-11,70853,True
F-6725X,34,2017,2025-01-13,34490,True
TC-4989J,756,1999,2024-06-08,47551,True
TC-916S,888,2014,2025-02-05,75889,True
B-8240K,717,2021,2026-05-08,75231,True
PT-5447L,981,1991,2025-10-06,69360,True
HL-7112G,587,2011,2024-06-05,68233,True
PU-5788A,643,2010,2024-12-15,23709,True
EC-6472L,245,2020,2025-06-04,6018,True
TC-4265P,421,2022,2024-09-11,8065,True
N-6594R,242,2010,2026-01-06,7104,True
HL-8715H,284,2009,2025-04-21,3953,True
N-6043I,650,2021,2024-06-22,6932,True
PU-3006S,348,1991,2025-09-29,31495,True
G-9534H,390,2024,2025-06-08,29480,True
PP-1781D,30,2007,2026-04-04,45328,True
EC-8612B,644,2008,2026-05-09,50981,False
N-3173J,650,2003,2025-10-13,2699,True
G-7260G,318,1997,2025-08-13,54428,True
PR-6224X,331,2021,2025-04-29,58933,True
HL-9520B,268,2012,2024-10-07,44096,True
PS-6920F,825,2004,2025-09-07,25289,True
VH-3567C,715,1999,2024-07-31,9752,True
F-2137D,699,1992,2024-12-28,28429,True
D-3232X,991,2025,2025-03-05,3420,True
D-8283Z,980,2025,2025-09-01,78825,True
F-1641S,708,2015,2025-06-15,72349,True
D-277W,948,2016,2025-05-18,50537,True
F-8407J,954,2002,2024-12-02,25722,True
G-5350B,612,2024,2025-04-16,28023,True
F-1181V,185,2021,2025-03-22,18385,True
EC-830D,866,2007,2024-06-14,7138,True
PS-9863H,287,2014,2025-08-20,67720,True
PU-7938V,252,2022,2025-07-20,36946,True
N-3617P,183,2013,2026-01-06,67796,False
HL-5609Y,238,2013,2025-12-29,68315,True
G-2603A,37,2003,2026-05-29,23919,True
PR-2760A,115,1998,2025-02-03,49758,True
TC-6631B,866,1997,2025-08-26,64382,True
N-5396W,373,2013,2024-08-30,46388,False
PT-9011C,846,2019,2025-09-16,49401,True
PT-5029F,396,2016,2025-08-08,18160,True
PS-6848P,489,1990,2024-08-13,33709,True
JA-1571C,17,2022,2025-05-09,5278,True
TC-3027U,888,2015,2026-01-06,36114,True
PS-5369V,604,2020,2025-01-19,33902,True
F-9809L,967,2015,2025-06-13,34853,True
PP-8155K,763,2003,2025-12-13,11826,True
B-9671C,7,2013,2024-11-29,30263,True
N-6818L,395,2004,2025-03-31,27311,True
PU-3237J,560,2025,2025-05-06,79676,True
PR-513Y,852,1991,2025-03-12,3210,True
PP-463Z,74,1998,2024-11-08,58883,True
B-560M,985,2015,2025-09-21,17412,True
EC-6169Y,483,2024,2025-05-10,61911,True
PT-1691E,750,2022,2025-10-16,40716,True
PP-1631P,997,2001,2025-07-17,63741,True
TC-2533C,727,2006,2025-07-16,7204,True
TC-4806P,571,1995,2025-02-28,26553,True
PT-7254C,646,2016,2025-07-13,68806,True
B-9736V,870,2022,2025-05-17,74275,True
PT-2602M,894,2005,2026-02-18,69613,True
PP-7496T,316,1995,2025-01-20,40170,True
TC-5738A,605,2019,2025-06-29,31359,True
PS-3306B,618,2023,2026-01-03,62468,False
HL-8520F,722,2007,2025-09-07,22273,True
F-6002X,160,2021,2025-11-14,7798,True
D-3890I,314,2009,2025-11-12,51102,True
B-4925M,268,2020,2025-02-26,33750,True
HL-5641S,125,2005,2026-05-04,12923,True
PT-6200E,858,2000,2025-10-23,9701,True
VH-8802C,360,2012,2026-04-10,70849,True
PP-3301N,817,2025,2025-03-10,69046,True
PR-8426V,566,2001,2025-05-19,30434,True
N-1756C,253,2011,2024-08-31,21633,True
JA-4433S,699,2008,2024-12-09,47395,True
PS-1410P,412,2024,2024-08-28,13463,True
HL-1519Y,670,2003,2026-02-13,20754,True
PR-7979G,59,2022,2025-10-05,12965,True
PU-3057H,450,2012,2025-09-20,57439,True
JA-5725V,281,2013,2025-07-22,16050,True
D-3897Y,657,2002,2024-12-15,663,True
N-4396Q,467,2015,2024-12-22,48348,True
PT-6187X,577,1994,2024-12-24,55142,True
TC-5886K,652,1995,2026-02-07,57481,True
F-6438I,158,1994,2025-12-15,28400,True
TC-1963P,890,1995,2025-09-11,39847,True
TC-2723F,836,1998,2026-05-27,79603,True
B-4753K,206,1996,2025-04-01,73955,True
B-5299C,394,2008,2024-07-22,38088,True
PT-9065V,16,2011,2026-05-16,35138,True
PR-8603K,744,2004,2025-05-05,67859,True
B-322V,680,2007,2024-12-07,20906,False
TC-7738Y,631,2015,2026-03-19,14026,True
EC-711U,631,2019,2025-08-14,77468,True
EC-7078K,757,1995,2025-02-05,29643,True
F-8285A,1000,2023,2024-10-20,60196,True
PT-5563O,931,2006,2025-02-20,76618,True
PT-7018P,69,2017,2025-06-08,42015,True
PR-9525Q,921,2017,2024-12-13,56414,True
HL-9059R,338,1997,2025-06-07,55765,True
PR-3398R,954,2013,2025-06-07,19130,True
N-7769T,307,1993,2025-06-12,8649,True
N-4825W,86,2013,2025-01-03,2375,True
B-9687R,349,1995,2024-12-03,13852,True
VH-1593C,390,2021,2025-05-08,70135,True
PU-8477B,573,2010,2025-10-12,15300,True
EC-6715N,464,2013,2024-10-02,60034,True
JA-6336S,325,2008,2024-08-02,3183,True
PT-3389Y,750,2008,2024-09-19,24163,True
F-3317T,670,2014,2024-11-21,77045,True
D-1657H,833,2012,2025-07-01,60814,False
PT-7021R,300,2012,2024-12-31,8614,True
PP-4538U,965,1993,2025-07-07,22825,True
B-7392Z,957,2024,2025-05-21,24785,False
F-1988J,749,2019,2025-05-13,51440,True
PR-4604A,588,2015,2025-03-15,24113,True
G-2462S,985,2000,2025-03-26,19742,True
EC-5948G,453,2017,2026-05-03,22039,True
PR-9363R,878,2013,2026-02-24,26120,True
D-2220O,822,1998,2024-07-28,5266,True
D-6139I,902,1990,2026-02-02,47686,True
D-3604A,247,2019,2026-03-29,42421,True
D-4284L,808,1993,2026-05-15,66402,True
F-3438A,736,2015,2025-09-27,73495,True
EC-4365Q,126,2018,2024-08-04,6762,True
EC-6977P,153,2009,2026-05-23,17776,True
EC-1481S,960,1994,2025-08-01,56234,True
HL-3577O,711,2023,2026-01-10,3839,False
B-7430E,2,2000,2025-08-13,69553,True
F-2864G,593,2018,2026-03-10,73728,True
B-8098A,786,2025,2025-07-10,57715,True
HL-1232K,684,2000,2025-06-01,39343,True
PU-4747H,90,1992,2025-02-14,16558,True
PS-2437D,23,2003,2025-03-18,52948,True
HL-4425B,37,2001,2025-06-19,44653,True
VH-4417E,509,1991,2025-09-05,77231,True
PT-8522D,967,2024,2026-04-09,7948,True
PU-3181A,937,2019,2025-11-03,13715,True
F-9123U,223,1992,2025-07-24,43323,True
PU-5756A,809,2025,2026-03-22,17304,True
VH-5967V,910,2024,2024-11-20,51981,True
F-1686T,983,2021,2024-09-08,36718,True
VH-4996N,672,2018,2025-12-21,33852,True
PP-2897G,176,2024,2024-10-25,52244,True
PU-2804K,9,2009,2026-02-24,53420,True
D-1633W,864,2021,2025-09-06,38365,True
N-9016R,920,2009,2024-07-03,7004,True
G-7234Z,87,1999,2025-10-11,35374,True
PT-1249N,685,1992,2026-01-28,13175,True
VH-4531W,871,1997,2024-06-24,72687,True
JA-6808B,468,2015,2026-05-16,23409,True
PR-9675M,626,2000,2024-07-18,53569,True
PT-6271R,278,2020,2025-02-08,23672,True
PP-872M,200,1994,2025-09-02,40895,True
PR-9790E,288,2006,2024-06-11,28096,True
N-4967A,681,2012,2025-02-05,57090,True
JA-6499J,152,2015,2025-01-10,16175,True
D-2932Y,284,2019,2025-03-01,18023,True
VH-3518C,538,2025,2025-12-28,74632,True
G-879J,274,2014,2024-08-29,18627,False
D-4714J,750,2012,2025-05-08,62328,True
EC-1348V,447,2020,2024-11-27,26209,True
PP-1312I,149,1995,2025-03-23,13010,True
D-9247Y,80,2004,2025-02-07,57246,True
HL-5218T,136,1990,2025-08-03,64830,True
F-3732S,299,2001,2025-03-11,60593,True
JA-3707X,272,1999,2025-01-08,39012,True
G-4971V,685,1998,2024-06-27,16803,True
N-7392Z,834,1996,2025-02-07,55202,True
PU-912Z,29,2007,2025-12-20,65665,True
JA-9461L,843,2000,2025-08-16,34551,True
PS-4701Z,853,2013,2024-07-24,56220,True
TC-6564G,619,2020,2025-08-20,10420,True
PR-1574E,750,1992,2024-11-23,50549,True
N-8195L,652,2020,2025-01-03,35806,True
N-6731O,365,2016,2025-01-23,36741,True
G-8227M,407,2018,2026-05-21,33498,True
JA-1620H,310,2022,2024-10-23,13525,True
EC-4660A,218,2000,2025-01-13,39551,True
PP-1912N,719,2006,2025-04-15,46287,True
PP-4748X,294,1998,2024-09-07,15727,True
PT-316A,291,2022,2026-03-31,25119,True
EC-802B,343,2022,2025-10-25,13138,True
F-3244N,375,1994,2025-12-28,38381,True
PR-5386T,683,1995,2026-04-08,70376,True
D-6862L,210,2019,2025-06-01,75583,True
PR-5356O,552,2003,2024-08-21,33493,True
F-910P,367,1992,2024-09-14,77382,True
VH-3567K,279,2013,2024-10-26,14714,True
G-4609B,129,2009,2025-09-18,22971,True
PP-814V,694,2025,2024-11-30,43595,True
PR-3232Z,103,1999,2024-12-10,12686,True
TC-9493L,589,2013,2026-05-31,74778,True
TC-4490C,623,2018,2026-04-19,14576,True
N-5386Z,222,2014,2026-05-10,6038,True
PT-1888U,482,1990,2024-07-14,26820,True
PR-4177E,711,2012,2026-01-24,26357,True
G-1260J,274,1997,2026-01-15,61570,True
HL-1256U,429,2011,2025-04-13,9602,True
HL-9036D,896,1994,2025-02-18,13042,True
HL-4921N,567,2021,2024-12-02,23296,True
PT-8187H,490,1990,2024-11-06,22676,True
PS-9030Y,907,2006,2025-03-17,45887,False
PS-6039K,643,2015,2026-04-14,60472,True
PS-1857E,121,2002,2026-02-06,9765,True
TC-3125J,203,2006,2024-10-31,49963,True
G-2199T,114,2002,2026-04-14,49432,True
PT-5582H,607,2007,2025-12-08,33799,False
G-136C,860,2008,2025-03-15,54931,True
JA-2248A,352,2025,2025-09-20,36074,True
PU-4323O,382,2004,2025-06-03,26226,True
PR-556P,304,2023,2025-01-31,14289,True
HL-3194L,242,2003,2026-05-27,32055,True
TC-4610C,892,2018,2026-05-07,45893,True
PR-152O,680,2012,2026-03-01,50662,True
PP-5606K,268,2022,2025-08-30,31294,True
F-6255C,145,2002,2025-11-04,44612,True
D-134K,5,2020,2025-07-27,26965,False
JA-9871B,493,1998,2024-06-17,74137,True
VH-8764K,396,2005,2025-08-18,50692,True
D-3274D,935,2003,2025-04-05,78885,True
JA-3024W,532,2015,2026-02-21,32380,True
EC-7618K,316,2021,2024-10-01,3028,True
PT-3075C,295,2002,2025-06-28,47000,True
B-3226T,233,2006,2024-10-24,21126,True
PP-8484X,791,1999,2025-12-21,69808,True
PT-5854N,377,2014,2025-11-30,1800,True
PP-9197V,476,2008,2024-09-03,39980,True
TC-405M,288,2024,2025-09-06,10310,True
N-8284Q,1000,2000,2025-04-11,77186,True
PU-4752E,238,2010,2026-05-14,5821,True
F-5216G,776,2005,2024-06-02,77403,True
VH-6479A,402,1999,2025-07-15,55348,True
JA-2518H,636,1997,2025-06-17,78586,True
PU-7804W,763,2022,2025-08-11,61701,True
B-4301Z,369,2016,2025-06-16,1947,True
VH-2095U,651,2024,2026-01-16,53921,True
HL-6416L,597,2001,2025-10-03,62235,True
EC-5188Q,117,2001,2025-02-09,79444,True
PU-5378J,533,1998,2025-10-06,60372,True
EC-5795T,83,1997,2025-06-02,76985,True
HL-3824M,305,2009,2025-06-28,58382,True
EC-1680D,556,2022,2025-10-21,37140,True
PR-2004Z,262,2018,2026-03-31,252,True
PS-1542V,606,2014,2025-08-04,14452,True
PP-5881Q,877,2024,2024-09-23,17503,True
F-4334W,269,2000,2026-01-27,57956,True
VH-8407A,271,2013,2025-11-28,42725,True
PT-2979R,888,2013,2026-02-03,15189,True
VH-7921J,770,2009,2025-06-06,58139,True
G-3854M,351,1997,2024-10-27,66021,True
B-7788A,311,2019,2025-05-29,5534,True
PS-7524Y,127,2000,2026-03-25,47549,False
B-8448F,114,1998,2026-06-01,968,True
PS-6131Q,123,2005,2025-04-28,58264,True
EC-5523C,638,2017,2024-12-11,23858,True
N-2554I,33,2013,2024-07-08,47471,True
D-2946H,841,2013,2025-09-01,78033,True
TC-9411V,640,2022,2026-05-26,67820,True
B-5966F,870,2000,2025-06-01,78678,True
D-8006Z,35,2001,2025-05-21,47838,True
B-9133J,364,2025,2024-11-19,41899,True
HL-4767E,162,1992,2025-08-27,42126,True
F-7508F,861,1997,2025-10-13,24355,True
VH-9327M,459,2005,2026-02-23,32567,True
VH-3961O,30,2017,2025-07-07,28246,True
PR-157U,77,2018,2025-12-16,11208,True
HL-5897L,897,2020,2024-12-11,56383,True
EC-6230U,851,1997,2026-04-06,51509,True
PP-1256L,708,2017,2025-05-07,61964,True
F-6267G,509,2008,2026-03-20,64406,True
VH-367G,424,2015,2025-03-27,31895,True
F-7103V,723,1993,2025-04-17,16708,True
F-7554D,698,2019,2024-06-23,43721,True
PU-425K,232,1994,2025-08-18,69655,True
G-5539R,334,2001,2025-06-24,24430,True
VH-7785M,752,1997,2025-10-25,58473,True
PU-6937B,11,2005,2025-08-18,38550,True
B-6222R,965,2025,2025-06-24,22620,True
D-559H,382,1995,2025-06-27,62493,True
EC-4511V,768,2018,2026-02-21,33816,True
HL-432T,489,1993,2025-02-10,55999,True
VH-4325B,822,2020,2026-05-25,9409,True
VH-5348H,820,2008,2025-02-17,54790,True
N-5483U,343,2001,2024-06-10,34107,True
B-2352O,574,2001,2026-02-06,7055,True
F-1145D,235,1991,2026-04-16,67364,True
TC-3841T,360,2002,2026-01-08,14581,True
G-5396U,704,1997,2024-07-14,46185,True
PP-3460I,336,1993,2025-11-16,72156,True
PR-7968Z,77,2003,2025-10-14,63994,True
B-6381M,828,2019,2025-01-15,1586,True
F-1108M,781,1990,2025-01-03,56097,True
N-1081W,430,2008,2025-03-11,3667,True
PT-8953H,183,2025,2025-10-29,36109,False
JA-1693V,301,2007,2024-07-08,5335,True
PR-4579G,935,2023,2025-05-12,74075,True
HL-3243K,231,1996,2025-12-01,59574,True
PP-4864N,112,2012,2024-09-19,46963,True
PU-1414C,255,2006,2025-09-11,10344,True
F-1803E,425,2025,2025-04-08,74229,True
HL-6402L,553,2004,2024-10-02,42984,True
PP-7828H,550,2003,2025-09-18,53736,True
F-5406N,28,2016,2026-04-27,35176,True
G-8467U,869,2007,2025-12-20,57550,True
EC-3626C,635,2013,2026-01-23,64441,True
EC-7127K,579,1996,2025-12-29,23648,True
PS-9838X,259,2006,2024-06-23,79675,True
PS-181O,668,2025,2025-11-17,40493,True
HL-8328I,257,1993,2024-08-04,22103,True
PS-1056P,837,2020,2024-06-15,15010,True
B-5172U,396,2011,2026-05-24,4144,True
VH-2549R,433,1990,2025-05-10,9838,True
F-4194O,419,1994,2025-09-20,4138,True
B-9059W,615,2024,2024-11-28,12753,True
B-3688P,541,1993,2025-12-05,14750,True
PU-7620A,521,2007,2024-10-21,36327,True
PU-4282K,878,2004,2025-11-19,17582,True
D-2293C,997,1994,2024-09-24,73773,True
N-1342C,8,2007,2025-04-12,47482,True
VH-2260M,363,2023,2025-03-05,17400,True
N-5944C,308,2017,2024-09-24,22626,True
HL-279A,8,2024,2025-05-16,67159,True
F-7824U,432,2009,2025-07-08,13999,True
D-7395F,164,2001,2024-10-02,66463,True
G-9593X,702,2002,2025-02-25,10247,True
PU-9335H,364,2008,2025-01-12,70292,True
JA-835X,954,2021,2025-03-28,26321,True
G-1281S,692,1992,2024-12-03,31043,True
D-7494H,91,1996,2024-06-14,1225,True
HL-5326W,831,2002,2025-02-15,59584,True
N-9611H,214,2011,2025-09-27,71276,True
JA-5784V,70,2008,2025-01-24,75314,True
VH-427P,272,2017,2025-11-04,61994,True
EC-7605Y,638,2023,2024-08-01,70308,True
PT-8698Q,148,1996,2025-12-27,6156,True
HL-626K,683,2013,2025-03-01,41697,True
VH-7688Y,47,2006,2025-04-28,18887,True
JA-7276O,417,2016,2025-06-25,62719,True
PP-6215I,602,2015,2024-09-04,50081,False
HL-8060Z,8,2001,2024-07-24,71805,True
PS-8217E,215,2025,2025-05-24,3729,True
PT-2653D,413,2017,2025-05-11,23577,True
VH-6425Q,646,2001,2025-02-05,62597,True
PP-8677S,891,1993,2024-11-06,34805,True
F-5418X,703,2008,2025-08-29,38088,True
PR-6706Q,540,2011,2025-08-04,66370,True
EC-4019E,73,1994,2026-03-16,30073,True
PR-4653J,130,1996,2026-01-21,62700,True
PS-5009W,545,2012,2025-12-17,54565,True
N-331J,320,2016,2026-02-04,22067,True
HL-5166V,785,2008,2025-05-11,12653,True
PS-1602N,743,2014,2024-10-07,37727,True
D-1000B,64,2004,2025-01-03,28697,True
PR-4314O,273,1998,2026-02-14,15304,True
TC-740N,823,2015,2025-10-10,2815,True
VH-8302A,711,2024,2025-02-02,42724,True
TC-205Y,135,2025,2025-08-06,76218,True
D-954Q,902,2022,2024-08-11,65807,False
B-2405I,154,1993,2025-12-10,62570,True
PR-9299W,456,2019,2026-04-15,19121,True
HL-9907N,794,2015,2025-09-03,58326,True
EC-5262Q,714,2017,2026-02-02,8132,True
N-686B,542,2013,2026-03-21,72803,True
PU-9526C,729,2008,2026-03-22,50971,True
G-8232Z,865,2000,2025-08-05,14481,True
PT-9976K,146,2015,2025-05-25,12155,True
F-6964P,62,2017,2025-11-04,66209,True
JA-7875E,904,1991,2024-06-28,8873,True
PU-8968U,898,2010,2025-06-30,34028,True
PS-3684E,682,2010,2025-11-05,72605,True
EC-6785G,260,2025,2025-06-25,11804,True
HL-681J,697,2005,2025-01-24,50322,True
N-6505S,118,2011,2024-06-07,32211,True
VH-9969V,246,1990,2025-06-21,45036,True
PT-8931P,710,2014,2025-02-12,21664,True
PR-4699N,388,1995,2025-12-06,3633,True
PR-7223V,934,1994,2025-02-01,75063,True
F-1215Z,385,1995,2026-01-17,69363,True
JA-2533S,713,2024,2024-11-04,56491,True
G-6406Y,116,2009,2025-11-20,46743,False
PT-9167C,575,2020,2025-08-03,73280,True
PR-3822O,309,2002,2026-02-18,50434,True
PP-5660C,292,2000,2024-06-03,50750,True
TC-8711T,693,1995,2025-03-12,17096,True
N-2720C,160,1995,2024-11-01,31474,True
PS-9050O,212,1991,2025-12-30,5913,True
PR-3948U,164,2022,2025-04-02,77251,True
B-5976O,233,2019,2025-02-20,60505,True
JA-4962U,106,1991,2025-09-25,72101,True
PU-6161E,33,2020,2025-10-01,16566,True
N-4564X,7,2002,2025-06-07,64917,True
EC-4997W,82,2002,2024-09-20,31016,True
TC-9819Q,886,2006,2025-05-07,41856,True
JA-2314L,332,2008,2025-07-12,33505,True
PP-8447K,888,1994,2024-11-17,33981,True
PS-6523X,208,1999,2026-04-09,46022,True
F-7164D,241,2003,2025-09-25,24874,True
PS-276L,438,1996,2025-03-17,29789,True
PT-4099P,144,2003,2024-06-27,55106,True
JA-986Q,185,1997,2026-01-20,27695,True
N-2982X,947,1999,2025-05-20,10014,True
PT-1801Q,600,1991,2025-12-29,75025,True
VH-900Q,494,2003,2025-11-26,28697,True
EC-1135G,529,1995,2024-06-20,79608,True
B-7026A,166,1991,2025-02-28,66867,True
EC-6768V,942,2022,2024-08-04,15496,True
PU-3970G,783,2010,2026-02-11,68066,True
F-4165L,518,2025,2024-10-27,1096,True
F-8696Y,463,2021,2026-03-25,77722,True
PR-7592N,570,2021,2024-07-07,74562,True
PU-4748N,268,2007,2025-04-15,20775,True
VH-5742S,543,2014,2025-09-15,35624,True
PR-9664F,703,2020,2025-04-20,3837,True
EC-762Z,497,2013,2025-05-16,33508,True
B-2605U,270,2025,2024-10-21,76394,True
PT-5034O,397,2024,2024-07-22,75572,True
HL-3493M,195,1996,2026-01-28,44022,True
G-5950Y,522,2014,2024-09-09,54601,True
JA-1847I,56,2005,2025-07-22,35543,True
PU-5676I,333,2005,2024-08-23,55231,True
HL-3184U,774,2001,2025-02-03,54603,True
PU-5745V,456,1993,2025-03-30,66426,True
PT-7865L,853,2014,2025-08-01,53475,True
JA-4873J,676,2017,2024-12-07,50985,True
VH-4492S,61,2023,2025-08-05,79508,True
JA-5840P,126,1993,2025-05-17,63359,False
PT-1671I,890,1990,2026-01-29,23055,True
PS-5660S,428,1990,2024-06-23,49415,True
F-5584L,178,2001,2026-03-07,76973,True
N-475T,688,2009,2026-05-26,37840,True
PR-4545R,527,2008,2024-10-22,69968,True
JA-6570X,781,1994,2025-06-12,69878,True
PU-5394O,766,2010,2026-04-04,57827,True
PP-7182U,219,2017,2025-07-11,78434,True
PR-694Q,595,2020,2026-05-30,30675,True
PR-3716N,364,1992,2025-02-16,60968,True
G-7269Z,973,2006,2024-11-23,28185,True
TC-206S,724,2019,2025-05-17,7036,True
N-586D,712,2002,2025-08-18,27079,True
B-4867H,765,1995,2026-04-14,61594,True
VH-8076W,296,2017,2026-02-24,29369,True
F-5935H,763,2006,2025-08-08,2653,True
G-2135V,50,1997,2026-01-21,43474,True
HL-5340E,391,2003,2024-09-30,22180,True
PT-853O,720,2023,2024-08-27,44096,True
F-9078J,429,1999,2025-01-12,4192,True
PU-2302A,768,1995,2025-12-17,11834,True
G-8467F,482,2000,2025-08-21,52335,True
PU-857C,800,2022,2024-10-12,71528,True
EC-7282Z,734,2018,2025-01-28,33571,True
TC-1321Q,706,1998,2024-08-06,60708,True
N-1791Y,199,1997,2024-11-21,77324,True
PP-8920R,783,1998,2025-06-04,61195,True
PS-4525G,815,2006,2024-08-21,56644,True
D-1810R,818,2023,2025-06-09,52677,True
B-3326K,287,2020,2024-12-06,30263,True
PU-5553O,114,2009,2024-06-03,58609,True
PU-7559T,946,2002,2026-04-09,16243,True
VH-9931R,27,2018,2026-04-21,9713,True
PS-7046O,526,1996,2025-04-28,19007,True
N-5909I,960,2000,2025-11-18,28760,True
EC-9792O,463,1991,2024-10-29,35533,True
PU-5608R,547,2016,2025-08-15,10982,True
PU-3289E,250,2013,2024-06-29,73856,True
TC-635M,249,1998,2026-03-07,66288,True
N-5658I,737,2022,2025-07-18,37486,False
PR-4732E,70,1990,2025-03-17,78237,True
EC-8616Q,342,2019,2025-07-19,53399,True
PT-9460M,734,2016,2024-11-16,51170,True
EC-3452S,580,2001,2024-06-27,64672,True
VH-3289M,654,1992,2025-04-14,64737,True
EC-780W,871,2021,2025-08-10,69931,True
VH-3097A,512,2022,2024-12-21,30739,True
JA-4086Q,73,1990,2025-11-14,14172,True
PS-6716E,288,1990,2026-05-18,66466,True
PT-5577Z,697,1999,2025-06-26,49609,True
