reserva_id,numero_passagem,assento,classe,emitida_em
353,TKT-00353,40F,ECONOMICA,2025-11-24 06:41:15+00:00
354,TKT-00354,10A,EXECUTIVA,2025-12-03 15:30:26+00:00
355,TKT-00355,17A,PRIMEIRA_CLASSE,2025-07-31 11:41:26+00:00
356,TKT-00356,31E,ECONOMICA,2025-11-28 23:51:48+00:00
357,TKT-00357,38F,PRIMEIRA_CLASSE,2026-04-29 09:02:44+00:00
358,TKT-00358,23E,PRIMEIRA_CLASSE,2025-08-07 07:21:39+00:00
359,TKT-00359,12F,PRIMEIRA_CLASSE,2025-07-26 10:24:41+00:00
360,TKT-00360,1A,PRIMEIRA_CLASSE,2026-01-22 02:05:54+00:00
361,TKT-00361,36E,ECONOMICA,2025-08-10 10:54:35+00:00
362,TKT-00362,22D,EXECUTIVA,2025-11-10 08:49:22+00:00
363,TKT-00363,22C,EXECUTIVA,2026-02-22 19:30:26+00:00
364,TKT-00364,33D,PRIMEIRA_CLASSE,2026-04-20 01:07:43+00:00
365,TKT-00365,7D,ECONOMICA,2025-09-13 19:38:44+00:00
366,TKT-00366,12A,ECONOMICA,2026-01-28 12:51:29+00:00
367,TKT-00367,8D,PRIMEIRA_CLASSE,2026-06-02 09:31:06+00:00
368,TKT-00368,20F,PRIMEIRA_CLASSE,2025-12-23 03:26:02+00:00
369,TKT-00369,10F,ECONOMICA,2026-05-11 06:10:55+00:00
370,TKT-00370,10C,EXECUTIVA,2025-10-30 21:57:38+00:00
371,TKT-00371,29C,ECONOMICA,2026-05-17 02:58:20+00:00
372,TKT-00372,27D,PRIMEIRA_CLASSE,2025-12-21 22:43:12+00:00
373,TKT-00373,4A,PRIMEIRA_CLASSE,2025-08-25 05:03:24+00:00
374,TKT-00374,4E,EXECUTIVA,2025-06-05 22:54:12+00:00
375,TKT-00375,9B,ECONOMICA,2026-05-20 00:15:09+00:00
376,TKT-00376,16A,ECONOMICA,2026-02-08 09:45:10+00:00
377,TKT-00377,5C,EXECUTIVA,2026-05-12 04:59:06+00:00
378,TKT-00378,40B,EXECUTIVA,2026-03-12 02:34:45+00:00
379,TKT-00379,1C,EXECUTIVA,2025-12-16 05:11:31+00:00
380,TKT-00380,27F,ECONOMICA,2025-10-15 04:44:16+00:00
381,TKT-00381,12F,EXECUTIVA,2026-03-08 19:26:49+00:00
382,TKT-00382,5E,EXECUTIVA,2025-06-10 01:30:59+00:00
383,TKT-00383,31B,EXECUTIVA,2025-10-27 07:48:39+00:00
384,TKT-00384,21C,PRIMEIRA_CLASSE,2025-11-21 20:38:06+00:00
385,TKT-00385,10D,PRIMEIRA_CLASSE,2025-08-01 13:08:10+00:00
386,TKT-00386,5E,EXECUTIVA,2026-02-10 01:03:28+00:00
387,TKT-00387,25D,ECONOMICA,2025-06-18 03:05:42+00:00
388,TKT-00388,8D,EXECUTIVA,2026-01-14 07:26:38+00:00
389,TKT-00389,20B,ECONOMICA,2025-06-22 04:55:01+00:00
390,TKT-00390,34B,PRIMEIRA_CLASSE,2025-06-30 22:44:02+00:00
391,TKT-00391,13E,ECONOMICA,2025-07-05 13:02:52+00:00
392,TKT-00392,25A,PRIMEIRA_CLASSE,2026-01-20 10:04:49+00:00
393,TKT-00393,38F,PRIMEIRA_CLASSE,2026-04-15 12:01:00+00:00
394,TKT-00394,30F,PRIMEIRA_CLASSE,2026-05-15 00:51:11+00:00
395,TKT-00395,36C,EXECUTIVA,2025-07-16 00:48:13+00:00
396,TKT-00396,27B,ECONOMICA,2025-08-18 15:06:51+00:00
397,TKT-00397,15A,PRIMEIRA_CLASSE,2026-03-06 02:14:17+00:00
398,TKT-00398,39C,ECONOMICA,2025-08-18 22:18:00+00:00
399,TKT-00399,40E,ECONOMICA,2025-11-28 06:27:07+00:00
400,TKT-00400,29A,EXECUTIVA,2025-09-24 19:51:45+00:00
401,TKT-00401,31F,PRIMEIRA_CLASSE,2025-08-16 11:59:37+00:00
402,TKT-00402,10C,PRIMEIRA_CLASSE,2026-01-15 11:58:42+00:00
403,TKT-00403,5A,EXECUTIVA,2026-01-08 14:32:39+00:00
404,TKT-00404,40E,EXECUTIVA,2025-08-04 13:15:00+00:00
405,TKT-00405,40B,EXECUTIVA,2026-03-13 13:46:52+00:00
406,TKT-00406,40A,PRIMEIRA_CLASSE,2025-09-10 15:38:47+00:00
407,TKT-00407,22D,PRIMEIRA_CLASSE,2025-12-19 07:35:49+00:00
408,TKT-00408,8A,PRIMEIRA_CLASSE,2025-08-27 07:43:53+00:00
409,TKT-00409,11B,EXECUTIVA,2026-05-09 20:17:01+00:00
410,TKT-00410,22C,ECONOMICA,2025-06-03 19:12:07+00:00
411,TKT-00411,14D,ECONOMICA,2025-08-13 22:22:36+00:00
412,TKT-00412,4D,PRIMEIRA_CLASSE,2026-03-14 02:07:03+00:00
413,TKT-00413,15D,EXECUTIVA,2026-02-11 05:48:42+00:00
414,TKT-00414,13E,ECONOMICA,2025-07-11 20:38:25+00:00
415,TKT-00415,35C,EXECUTIVA,2025-06-06 02:43:45+00:00
416,TKT-00416,31D,PRIMEIRA_CLASSE,2025-12-24 19:42:05+00:00
417,TKT-00417,4F,PRIMEIRA_CLASSE,2025-11-24 20:57:15+00:00
418,TKT-00418,40F,ECONOMICA,2025-12-20 16:04:30+00:00
419,TKT-00419,3B,EXECUTIVA,2025-11-21 02:28:21+00:00
420,TKT-00420,23E,PRIMEIRA_CLASSE,2025-06-04 02:36:06+00:00
421,TKT-00421,27F,ECONOMICA,2025-09-21 16:41:47+00:00
422,TKT-00422,20E,PRIMEIRA_CLASSE,2025-09-13 03:49:19+00:00
423,TKT-00423,36B,PRIMEIRA_CLASSE,2026-03-08 13:38:58+00:00
424,TKT-00424,23C,PRIMEIRA_CLASSE,2025-12-28 05:12:01+00:00
425,TKT-00425,6F,PRIMEIRA_CLASSE,2026-02-03 19:57:50+00:00
426,TKT-00426,37A,PRIMEIRA_CLASSE,2025-10-26 18:34:26+00:00
427,TKT-00427,36A,ECONOMICA,2026-05-12 23:01:15+00:00
428,TKT-00428,40B,ECONOMICA,2025-10-26 22:19:56+00:00
429,TKT-00429,33D,PRIMEIRA_CLASSE,2026-01-29 08:23:34+00:00
430,TKT-00430,7F,PRIMEIRA_CLASSE,2026-03-03 11:42:00+00:00
431,TKT-00431,8D,ECONOMICA,2025-11-15 09:38:05+00:00
432,TKT-00432,7F,EXECUTIVA,2026-02-16 23:44:06+00:00
433,TKT-00433,7F,ECONOMICA,2025-11-03 14:47:52+00:00
434,TKT-00434,23B,ECONOMICA,2026-04-20 08:03:58+00:00
435,TKT-00435,12F,ECONOMICA,2025-08-16 13:58:33+00:00
436,TKT-00436,35C,PRIMEIRA_CLASSE,2025-09-07 10:59:39+00:00
437,TKT-00437,25A,EXECUTIVA,2026-03-06 22:38:05+00:00
438,TKT-00438,39F,EXECUTIVA,2025-08-20 21:38:27+00:00
439,TKT-00439,1C,ECONOMICA,2025-12-27 03:43:33+00:00
440,TKT-00440,12B,PRIMEIRA_CLASSE,2025-12-11 07:29:56+00:00
441,TKT-00441,4D,ECONOMICA,2025-09-17 01:18:36+00:00
442,TKT-00442,10F,PRIMEIRA_CLASSE,2025-11-18 02:24:09+00:00
443,TKT-00443,19E,ECONOMICA,2026-01-25 11:43:34+00:00
444,TKT-00444,25E,EXECUTIVA,2026-04-01 11:13:59+00:00
445,TKT-00445,3F,ECONOMICA,2026-01-31 20:44:08+00:00
446,TKT-00446,10D,EXECUTIVA,2025-07-19 15:49:54+00:00
447,TKT-00447,22E,EXECUTIVA,2026-02-10 18:59:37+00:00
448,TKT-00448,8B,ECONOMICA,2026-06-01 19:16:39+00:00
449,TKT-00449,26E,PRIMEIRA_CLASSE,2026-01-13 03:34:39+00:00
450,TKT-00450,8D,EXECUTIVA,2025-08-17 21:50:54+00:00
451,TKT-00451,2F,ECONOMICA,2025-06-15 06:47:50+00:00
452,TKT-00452,19E,ECONOMICA,2026-04-01 09:59:18+00:00
453,TKT-00453,14A,ECONOMICA,2026-04-30 19:42:38+00:00
454,TKT-00454,24C,EXECUTIVA,2025-08-25 10:37:24+00:00
455,TKT-00455,12E,ECONOMICA,2025-07-09 00:21:24+00:00
456,TKT-00456,15D,ECONOMICA,2025-10-24 12:40:41+00:00
457,TKT-00457,10D,ECONOMICA,2025-12-22 07:01:08+00:00
458,TKT-00458,16D,ECONOMICA,2025-10-01 09:39:58+00:00
459,TKT-00459,15F,ECONOMICA,2026-03-30 03:35:23+00:00
460,TKT-00460,26E,PRIMEIRA_CLASSE,2026-04-01 05:47:10+00:00
461,TKT-00461,19A,EXECUTIVA,2025-07-24 14:21:53+00:00
462,TKT-00462,28D,ECONOMICA,2025-10-13 12:02:28+00:00
463,TKT-00463,37E,EXECUTIVA,2025-11-10 07:33:36+00:00
464,TKT-00464,27B,EXECUTIVA,2025-06-28 18:26:23+00:00
465,TKT-00465,17D,EXECUTIVA,2026-05-06 05:56:38+00:00
466,TKT-00466,23E,EXECUTIVA,2026-05-08 05:57:56+00:00
467,TKT-00467,12A,ECONOMICA,2025-09-12 11:49:41+00:00
468,TKT-00468,24A,EXECUTIVA,2025-07-31 00:56:54+00:00
469,TKT-00469,15A,ECONOMICA,2026-03-26 18:41:34+00:00
470,TKT-00470,2A,EXECUTIVA,2026-01-21 06:56:31+00:00
471,TKT-00471,13D,PRIMEIRA_CLASSE,2025-08-28 06:01:58+00:00
472,TKT-00472,23C,EXECUTIVA,2026-01-04 04:21:04+00:00
473,TKT-00473,1D,PRIMEIRA_CLASSE,2025-09-01 10:37:24+00:00
474,TKT-00474,22D,ECONOMICA,2025-07-16 22:42:25+00:00
475,TKT-00475,7A,ECONOMICA,2026-05-04 22:59:41+00:00
476,TKT-00476,36B,EXECUTIVA,2025-07-01 11:01:25+00:00
477,TKT-00477,35B,ECONOMICA,2025-10-03 13:38:29+00:00
478,TKT-00478,29E,ECONOMICA,2026-01-20 22:26:02+00:00
479,TKT-00479,29D,ECONOMICA,2026-03-20 22:54:03+00:00
480,TKT-00480,23B,PRIMEIRA_CLASSE,2025-08-10 21:57:57+00:00
481,TKT-00481,13B,EXECUTIVA,2025-09-19 12:48:22+00:00
482,TKT-00482,3F,EXECUTIVA,2025-12-04 03:32:07+00:00
483,TKT-00483,31D,ECONOMICA,2025-06-17 15:56:39+00:00
484,TKT-00484,21E,ECONOMICA,2026-03-23 19:08:58+00:00
485,TKT-00485,38F,ECONOMICA,2026-04-22 15:21:21+00:00
486,TKT-00486,18C,PRIMEIRA_CLASSE,2025-07-08 15:39:32+00:00
487,TKT-00487,28B,ECONOMICA,2025-10-07 07:15:14+00:00
488,TKT-00488,5B,ECONOMICA,2026-01-18 16:07:37+00:00
489,TKT-00489,15B,PRIMEIRA_CLASSE,2025-12-24 19:16:17+00:00
490,TKT-00490,20C,ECONOMICA,2025-06-22 10:14:42+00:00
491,TKT-00491,33D,EXECUTIVA,2026-03-02 14:49:42+00:00
492,TKT-00492,15D,PRIMEIRA_CLASSE,2026-04-20 08:40:41+00:00
493,TKT-00493,35B,PRIMEIRA_CLASSE,2026-02-11 06:54:01+00:00
494,TKT-00494,15A,PRIMEIRA_CLASSE,2025-11-25 22:21:19+00:00
495,TKT-00495,16B,PRIMEIRA_CLASSE,2025-08-14 22:33:46+00:00
496,TKT-00496,24F,EXECUTIVA,2025-12-24 04:31:58+00:00
497,TKT-00497,31C,EXECUTIVA,2025-10-13 09:22:39+00:00
498,TKT-00498,32B,EXECUTIVA,2026-05-13 00:04:38+00:00
499,TKT-00499,3D,ECONOMICA,2026-02-09 14:27:48+00:00
500,TKT-00500,35E,ECONOMICA,2026-02-17 01:10:04+00:00
501,TKT-00501,28D,ECONOMICA,2025-09-28 03:13:22+00:00
502,TKT-00502,7E,EXECUTIVA,2026-03-25 23:37:28+00:00
503,TKT-00503,3F,ECONOMICA,2025-11-24 09:52:27+00:00
504,TKT-00504,40A,PRIMEIRA_CLASSE,2026-06-01 07:13:42+00:00
505,TKT-00505,27F,ECONOMICA,2025-12-23 04:59:12+00:00
506,TKT-00506,14F,EXECUTIVA,2026-03-26 14:09:32+00:00
507,TKT-00507,1B,EXECUTIVA,2026-01-24 11:10:52+00:00
508,TKT-00508,25B,EXECUTIVA,2025-10-02 00:27:34+00:00
509,TKT-00509,26D,EXECUTIVA,2025-07-01 02:50:30+00:00
510,TKT-00510,39D,EXECUTIVA,2025-06-12 23:46:03+00:00
511,TKT-00511,39F,PRIMEIRA_CLASSE,2026-05-07 04:46:13+00:00
512,TKT-00512,39E,PRIMEIRA_CLASSE,2026-01-23 08:26:39+00:00
513,TKT-00513,2F,ECONOMICA,2025-12-07 08:38:24+00:00
514,TKT-00514,34F,ECONOMICA,2025-12-11 22:14:15+00:00
515,TKT-00515,27D,ECONOMICA,2026-05-02 09:25:17+00:00
516,TKT-00516,20B,EXECUTIVA,2025-07-27 11:09:07+00:00
517,TKT-00517,15F,PRIMEIRA_CLASSE,2026-05-02 19:20:37+00:00
518,TKT-00518,16F,PRIMEIRA_CLASSE,2026-01-20 06:34:12+00:00
519,TKT-00519,26B,PRIMEIRA_CLASSE,2026-03-21 16:23:05+00:00
520,TKT-00520,17A,PRIMEIRA_CLASSE,2025-12-04 04:00:51+00:00
521,TKT-00521,12A,EXECUTIVA,2025-07-05 07:39:47+00:00
522,TKT-00522,23D,EXECUTIVA,2025-09-01 04:40:19+00:00
523,TKT-00523,34D,PRIMEIRA_CLASSE,2025-06-07 16:09:23+00:00
524,TKT-00524,20B,EXECUTIVA,2026-03-13 21:54:30+00:00
525,TKT-00525,19D,PRIMEIRA_CLASSE,2026-03-09 16:48:33+00:00
526,TKT-00526,25E,PRIMEIRA_CLASSE,2026-03-06 23:45:45+00:00
527,TKT-00527,23F,ECONOMICA,2025-11-04 03:40:34+00:00
528,TKT-00528,33F,EXECUTIVA,2026-02-13 00:55:05+00:00
529,TKT-00529,2F,PRIMEIRA_CLASSE,2026-04-29 12:56:05+00:00
530,TKT-00530,17C,ECONOMICA,2025-11-03 03:50:14+00:00
531,TKT-00531,18B,ECONOMICA,2025-11-13 18:38:23+00:00
532,TKT-00532,19B,ECONOMICA,2025-12-01 02:00:30+00:00
533,TKT-00533,1E,PRIMEIRA_CLASSE,2026-02-27 16:54:05+00:00
534,TKT-00534,38C,PRIMEIRA_CLASSE,2026-01-09 13:43:12+00:00
535,TKT-00535,24F,ECONOMICA,2026-03-24 02:41:34+00:00
536,TKT-00536,5B,EXECUTIVA,2026-01-05 05:11:56+00:00
537,TKT-00537,25A,PRIMEIRA_CLASSE,2026-02-11 12:29:53+00:00
538,TKT-00538,2C,ECONOMICA,2025-07-19 12:36:44+00:00
539,TKT-00539,28A,ECONOMICA,2025-08-09 13:45:57+00:00
540,TKT-00540,27B,EXECUTIVA,2026-05-27 09:07:01+00:00
541,TKT-00541,36F,PRIMEIRA_CLASSE,2026-03-28 08:49:25+00:00
542,TKT-00542,9C,EXECUTIVA,2026-04-23 13:36:57+00:00
543,TKT-00543,29F,PRIMEIRA_CLASSE,2025-11-13 06:07:04+00:00
544,TKT-00544,26D,ECONOMICA,2025-12-03 05:36:28+00:00
545,TKT-00545,24D,ECONOMICA,2025-10-14 20:42:15+00:00
546,TKT-00546,12C,PRIMEIRA_CLASSE,2026-04-29 17:14:00+00:00
547,TKT-00547,20B,EXECUTIVA,2026-01-24 13:29:10+00:00
548,TKT-00548,3D,ECONOMICA,2026-01-21 18:23:20+00:00
549,TKT-00549,1A,ECONOMICA,2025-12-31 22:23:55+00:00
550,TKT-00550,36D,PRIMEIRA_CLASSE,2025-12-30 15:28:00+00:00
551,TKT-00551,2E,ECONOMICA,2025-08-01 20:48:57+00:00
552,TKT-00552,16C,PRIMEIRA_CLASSE,2026-02-21 09:48:45+00:00
553,TKT-00553,7E,ECONOMICA,2026-05-03 10:10:58+00:00
554,TKT-00554,35C,ECONOMICA,2025-08-03 08:53:23+00:00
555,TKT-00555,27E,EXECUTIVA,2026-01-30 14:43:33+00:00
556,TKT-00556,17F,PRIMEIRA_CLASSE,2025-12-03 17:05:35+00:00
557,TKT-00557,13E,ECONOMICA,2026-04-11 08:42:10+00:00
558,TKT-00558,35E,ECONOMICA,2026-02-01 20:51:28+00:00
559,TKT-00559,2B,PRIMEIRA_CLASSE,2025-07-04 08:04:44+00:00
560,TKT-00560,30A,PRIMEIRA_CLASSE,2025-11-17 21:50:16+00:00
561,TKT-00561,8E,PRIMEIRA_CLASSE,2026-05-29 08:50:46+00:00
562,TKT-00562,1E,ECONOMICA,2026-02-13 06:24:49+00:00
563,TKT-00563,28C,PRIMEIRA_CLASSE,2026-03-17 19:12:44+00:00
564,TKT-00564,4C,PRIMEIRA_CLASSE,2025-06-22 16:22:11+00:00
565,TKT-00565,16C,EXECUTIVA,2025-12-24 01:27:51+00:00
566,TKT-00566,12E,EXECUTIVA,2025-11-29 14:09:28+00:00
567,TKT-00567,21A,ECONOMICA,2025-11-25 04:30:47+00:00
568,TKT-00568,37C,ECONOMICA,2025-10-31 19:49:31+00:00
569,TKT-00569,10F,PRIMEIRA_CLASSE,2025-12-29 12:46:47+00:00
570,TKT-00570,17B,PRIMEIRA_CLASSE,2025-11-19 20:46:58+00:00
571,TKT-00571,13A,ECONOMICA,2026-04-26 14:19:20+00:00
572,TKT-00572,1B,EXECUTIVA,2026-06-01 14:18:34+00:00
573,TKT-00573,2D,ECONOMICA,2025-10-13 06:46:18+00:00
574,TKT-00574,19A,EXECUTIVA,2026-02-19 08:49:28+00:00
575,TKT-00575,3D,ECONOMICA,2026-02-18 02:27:49+00:00
576,TKT-00576,3C,PRIMEIRA_CLASSE,2026-05-15 06:21:51+00:00
577,TKT-00577,1E,EXECUTIVA,2025-10-02 15:03:25+00:00
578,TKT-00578,34B,EXECUTIVA,2025-12-16 09:59:24+00:00
579,TKT-00579,35B,ECONOMICA,2025-11-04 19:39:32+00:00
580,TKT-00580,24E,EXECUTIVA,2025-11-10 17:06:45+00:00
581,TKT-00581,19C,ECONOMICA,2025-07-30 19:42:00+00:00
582,TKT-00582,40D,ECONOMICA,2026-01-25 23:33:12+00:00
583,TKT-00583,15C,ECONOMICA,2026-01-24 10:00:28+00:00
584,TKT-00584,15B,EXECUTIVA,2025-12-22 09:12:12+00:00
585,TKT-00585,26F,PRIMEIRA_CLASSE,2026-05-21 22:57:28+00:00
586,TKT-00586,40B,ECONOMICA,2026-04-06 01:11:01+00:00
587,TKT-00587,31D,ECONOMICA,2025-06-29 03:19:01+00:00
588,TKT-00588,32C,ECONOMICA,2025-12-20 10:43:31+00:00
589,TKT-00589,39E,ECONOMICA,2025-07-10 02:37:41+00:00
590,TKT-00590,37F,ECONOMICA,2025-10-09 12:08:07+00:00
591,TKT-00591,9E,PRIMEIRA_CLASSE,2026-03-02 17:43:46+00:00
592,TKT-00592,15F,EXECUTIVA,2026-01-02 10:20:00+00:00
593,TKT-00593,6B,PRIMEIRA_CLASSE,2026-03-03 23:20:47+00:00
594,TKT-00594,15B,ECONOMICA,2026-04-01 00:33:24+00:00
595,TKT-00595,11C,PRIMEIRA_CLASSE,2026-04-29 11:02:17+00:00
596,TKT-00596,34E,EXECUTIVA,2025-08-11 00:02:47+00:00
597,TKT-00597,24B,EXECUTIVA,2025-10-30 00:27:04+00:00
598,TKT-00598,23B,ECONOMICA,2026-04-20 09:15:47+00:00
599,TKT-00599,16C,PRIMEIRA_CLASSE,2026-01-23 03:49:12+00:00
600,TKT-00600,37D,PRIMEIRA_CLASSE,2025-07-28 23:01:13+00:00
601,TKT-00601,25D,EXECUTIVA,2025-09-24 10:18:52+00:00
602,TKT-00602,14F,EXECUTIVA,2025-08-27 03:48:55+00:00
603,TKT-00603,30A,EXECUTIVA,2026-01-22 20:53:00+00:00
604,TKT-00604,16C,PRIMEIRA_CLASSE,2026-05-23 13:39:47+00:00
605,TKT-00605,32D,EXECUTIVA,2026-02-27 15:52:18+00:00
606,TKT-00606,36B,EXECUTIVA,2025-08-30 13:33:55+00:00
607,TKT-00607,28A,PRIMEIRA_CLASSE,2025-10-03 02:23:01+00:00
608,TKT-00608,22C,EXECUTIVA,2026-01-18 04:49:24+00:00
609,TKT-00609,14B,PRIMEIRA_CLASSE,2025-09-26 22:29:10+00:00
610,TKT-00610,37B,ECONOMICA,2025-07-06 13:17:33+00:00
611,TKT-00611,26F,PRIMEIRA_CLASSE,2025-06-22 19:08:12+00:00
612,TKT-00612,18F,PRIMEIRA_CLASSE,2026-01-18 19:01:06+00:00
613,TKT-00613,3C,ECONOMICA,2026-03-07 14:23:29+00:00
614,TKT-00614,18E,PRIMEIRA_CLASSE,2026-05-04 19:43:15+00:00
615,TKT-00615,38C,PRIMEIRA_CLASSE,2025-06-16 16:04:47+00:00
616,TKT-00616,1E,EXECUTIVA,2025-12-23 23:45:43+00:00
617,TKT-00617,17E,EXECUTIVA,2025-08-22 15:43:32+00:00
618,TKT-00618,17C,EXECUTIVA,2026-02-18 18:20:48+00:00
619,TKT-00619,10B,ECONOMICA,2026-02-02 13:55:47+00:00
620,TKT-00620,27B,ECONOMICA,2025-12-04 16:22:21+00:00
621,TKT-00621,17C,ECONOMICA,2025-12-11 05:08:30+00:00
622,TKT-00622,1F,ECONOMICA,2025-11-25 16:19:47+00:00
623,TKT-00623,18B,EXECUTIVA,2025-10-05 14:53:50+00:00
624,TKT-00624,14C,PRIMEIRA_CLASSE,2025-10-06 20:21:43+00:00
625,TKT-00625,3F,ECONOMICA,2026-04-24 01:21:07+00:00
626,TKT-00626,11F,ECONOMICA,2025-11-22 14:21:21+00:00
627,TKT-00627,7D,PRIMEIRA_CLASSE,2026-01-13 18:26:01+00:00
628,TKT-00628,34C,ECONOMICA,2026-01-29 20:48:49+00:00
629,TKT-00629,24D,ECONOMICA,2026-02-11 16:14:05+00:00
630,TKT-00630,27E,ECONOMICA,2026-05-07 14:21:34+00:00
631,TKT-00631,1B,ECONOMICA,2026-04-22 10:30:43+00:00
632,TKT-00632,11D,PRIMEIRA_CLASSE,2025-08-30 18:56:29+00:00
633,TKT-00633,31E,ECONOMICA,2026-02-17 07:56:39+00:00
634,TKT-00634,32C,ECONOMICA,2026-01-09 03:45:46+00:00
635,TKT-00635,36A,PRIMEIRA_CLASSE,2026-03-27 10:37:39+00:00
636,TKT-00636,17F,EXECUTIVA,2026-02-19 12:05:58+00:00
637,TKT-00637,24F,ECONOMICA,2025-11-02 00:31:36+00:00
638,TKT-00638,32B,PRIMEIRA_CLASSE,2026-06-02 15:12:38+00:00
639,TKT-00639,24D,PRIMEIRA_CLASSE,2025-12-17 16:49:37+00:00
640,TKT-00640,31E,PRIMEIRA_CLASSE,2025-08-29 12:43:55+00:00
641,TKT-00641,1B,PRIMEIRA_CLASSE,2026-04-07 02:01:45+00:00
642,TKT-00642,1D,PRIMEIRA_CLASSE,2025-09-03 02:18:19+00:00
643,TKT-00643,28C,PRIMEIRA_CLASSE,2025-06-10 23:32:36+00:00
644,TKT-00644,31F,PRIMEIRA_CLASSE,2026-05-21 04:01:55+00:00
645,TKT-00645,30D,EXECUTIVA,2026-02-16 02:46:02+00:00
646,TKT-00646,18B,PRIMEIRA_CLASSE,2026-03-09 17:09:22+00:00
647,TKT-00647,38E,EXECUTIVA,2026-01-19 05:48:50+00:00
648,TKT-00648,21A,EXECUTIVA,2025-08-15 22:29:35+00:00
649,TKT-00649,2A,PRIMEIRA_CLASSE,2025-08-28 11:49:32+00:00
650,TKT-00650,1D,ECONOMICA,2025-10-20 17:38:23+00:00
651,TKT-00651,29F,PRIMEIRA_CLASSE,2025-08-30 11:29:30+00:00
652,TKT-00652,23F,PRIMEIRA_CLASSE,2025-08-09 08:10:29+00:00
653,TKT-00653,2A,EXECUTIVA,2026-01-11 18:09:21+00:00
654,TKT-00654,16C,PRIMEIRA_CLASSE,2026-02-05 17:24:13+00:00
655,TKT-00655,2F,ECONOMICA,2025-10-30 06:31:04+00:00
656,TKT-00656,10D,EXECUTIVA,2025-07-13 11:34:21+00:00
657,TKT-00657,37D,PRIMEIRA_CLASSE,2026-04-06 17:37:59+00:00
658,TKT-00658,7D,ECONOMICA,2025-06-27 03:05:46+00:00
659,TKT-00659,8D,EXECUTIVA,2026-05-24 15:57:45+00:00
660,TKT-00660,21B,EXECUTIVA,2026-01-10 00:00:27+00:00
661,TKT-00661,15C,ECONOMICA,2025-07-05 00:26:16+00:00
662,TKT-00662,14F,ECONOMICA,2026-02-01 11:34:41+00:00
663,TKT-00663,25C,EXECUTIVA,2026-02-27 14:54:32+00:00
664,TKT-00664,18F,EXECUTIVA,2026-05-12 20:58:44+00:00
665,TKT-00665,24C,ECONOMICA,2026-02-16 01:35:05+00:00
666,TKT-00666,4D,ECONOMICA,2025-12-02 17:03:11+00:00
667,TKT-00667,5D,PRIMEIRA_CLASSE,2026-02-10 06:19:47+00:00
668,TKT-00668,14D,PRIMEIRA_CLASSE,2026-05-05 00:03:35+00:00
669,TKT-00669,32E,EXECUTIVA,2025-10-18 06:09:24+00:00
670,TKT-00670,13C,ECONOMICA,2026-02-18 11:53:22+00:00
671,TKT-00671,6F,EXECUTIVA,2025-08-25 20:54:06+00:00
672,TKT-00672,39E,PRIMEIRA_CLASSE,2025-08-22 21:36:57+00:00
673,TKT-00673,24C,PRIMEIRA_CLASSE,2026-03-23 05:53:23+00:00
674,TKT-00674,9B,PRIMEIRA_CLASSE,2025-12-10 05:46:38+00:00
675,TKT-00675,20E,EXECUTIVA,2025-08-20 20:53:41+00:00
676,TKT-00676,33A,PRIMEIRA_CLASSE,2026-03-01 16:28:57+00:00
677,TKT-00677,31D,PRIMEIRA_CLASSE,2025-12-16 09:58:44+00:00
678,TKT-00678,18B,ECONOMICA,2026-03-08 01:31:01+00:00
679,TKT-00679,16B,ECONOMICA,2026-01-13 22:24:32+00:00
680,TKT-00680,1E,ECONOMICA,2026-02-24 20:41:44+00:00
681,TKT-00681,38F,ECONOMICA,2026-03-13 21:18:41+00:00
682,TKT-00682,33E,PRIMEIRA_CLASSE,2026-05-09 06:23:47+00:00
683,TKT-00683,38D,PRIMEIRA_CLASSE,2026-01-15 12:03:08+00:00
684,TKT-00684,22D,PRIMEIRA_CLASSE,2026-03-16 04:06:37+00:00
685,TKT-00685,34D,EXECUTIVA,2025-08-31 22:42:04+00:00
686,TKT-00686,35C,EXECUTIVA,2025-06-06 05:55:23+00:00
687,TKT-00687,7F,EXECUTIVA,2026-02-10 15:16:00+00:00
688,TKT-00688,23C,PRIMEIRA_CLASSE,2025-12-21 22:27:41+00:00
689,TKT-00689,30E,ECONOMICA,2025-08-10 07:43:21+00:00
690,TKT-00690,15D,ECONOMICA,2025-12-11 20:07:31+00:00
691,TKT-00691,17D,ECONOMICA,2025-11-12 19:33:40+00:00
692,TKT-00692,14F,PRIMEIRA_CLASSE,2026-04-26 08:05:51+00:00
693,TKT-00693,26A,ECONOMICA,2025-09-16 21:26:22+00:00
694,TKT-00694,29E,ECONOMICA,2026-04-06 01:05:43+00:00
695,TKT-00695,30A,PRIMEIRA_CLASSE,2026-03-11 16:29:40+00:00
696,TKT-00696,14D,EXECUTIVA,2025-06-27 16:08:23+00:00
697,TKT-00697,29C,PRIMEIRA_CLASSE,2026-05-05 15:31:29+00:00
698,TKT-00698,36C,ECONOMICA,2026-05-31 20:56:57+00:00
699,TKT-00699,19F,PRIMEIRA_CLASSE,2025-08-14 10:22:32+00:00
700,TKT-00700,19C,ECONOMICA,2025-12-13 07:36:02+00:00
701,TKT-00701,39A,EXECUTIVA,2025-12-02 13:09:35+00:00
702,TKT-00702,21A,EXECUTIVA,2025-12-17 14:33:59+00:00
703,TKT-00703,5D,PRIMEIRA_CLASSE,2026-03-10 15:53:40+00:00
