nome,pais_id,tipo_servico,telefone,email,cnpj_vat,ativo,data_contrato
Sousa e Filhos,592,LOGISTICA,(041) 3442 1117,vinicius94@nunes.br,74.260.895/0001-30,True,2021-07-11
da Costa,975,MANUTENCAO,21 1512-9116,mariane92@ribeiro.br,42.718.369/0001-84,True,2020-01-25
Freitas,465,MANUTENCAO,0300 153 0075,da-luzemilly@moura.com.br,47.251.086/0001-99,True,2025-11-27
da Luz Duarte e Filhos,134,TECNOLOGIA,+55 (081) 1081-2464,maria-liznascimento@cavalcante.org,30.125.987/0001-31,True,2023-07-30
Camargo,33,LIMPEZA,+55 (041) 6963 7491,davi-lucasmoreira@peixoto.com.br,06.593.821/0001-65,True,2017-11-03
Pacheco,297,CONSULTORIA,+55 (021) 1125 0231,aaparecida@teixeira.com,27.946.538/0001-40,True,2020-04-11
Camargo Cavalcanti S/A,797,TRANSPORTE,81 6149-8425,martinsisabela@pinto.gov.br,78.410.596/0001-95,True,2017-11-10
da Mata,369,HANDLING,+55 84 4607 3723,tazevedo@pacheco.br,28.574.691/0001-56,True,2021-12-04
Sampaio,672,CATERING,(021) 3798-2930,ana-sophia77@ribeiro.com.br,98.376.501/0001-71,False,2021-09-21
Aparecida Ltda.,68,CONSULTORIA,0900 394 8150,raul90@fernandes.com,28.564.371/0001-15,True,2016-09-03
Cunha,581,COMBUSTIVEL,11 4760 7512,araujofelipe@cardoso.br,29.685.704/0001-27,True,2016-10-25
da Mota Ferreira - EI,693,CONSULTORIA,(021) 0859 3565,barbaracastro@ramos.net,79.503.821/0001-09,True,2024-03-22
Mendonça da Cunha - EI,357,LIMPEZA,11 2512 2584,ymarques@barros.br,52.863.417/0001-81,True,2021-01-28
Duarte,907,HANDLING,+55 (031) 3967-4999,casa-grandedante@rios.org,07.984.261/0001-32,True,2026-02-14
Cardoso Ltda.,243,CATERING,+55 (011) 6957-5385,santosnathan@garcia.com.br,35.247.901/0001-67,True,2018-08-24
Souza,587,TRANSPORTE,+55 (041) 0408-5206,nicolasda-luz@barbosa.com,87.913.642/0001-60,True,2022-12-04
Pereira,583,TECNOLOGIA,+55 (071) 3804-1917,gomescalebe@costa.net,08.526.974/0001-15,False,2023-07-23
Aragão,811,CONSULTORIA,+55 (061) 0931-3788,siqueiraliam@andrade.net,67.938.540/0001-91,True,2023-07-01
Teixeira,994,SEGURANCA,(051) 6455-4590,theodoromontenegro@pimenta.com.br,43.567.098/0001-76,True,2018-10-18
Pinto,679,CONSULTORIA,+55 (084) 9553-3089,matheussales@correia.net,51.497.263/0001-99,True,2016-11-26
Almeida,267,HANDLING,+55 (011) 6406-2606,tda-paz@dias.com,49.731.065/0001-04,True,2025-12-27
Sousa da Cunha e Filhos,953,COMBUSTIVEL,+55 84 7973 0294,lopesbeatriz@cavalcante.br,20.915.763/0001-70,False,2024-04-12
Castro Ltda.,39,MANUTENCAO,71 2848-8919,elisa16@pinto.gov.br,14.563.289/0001-61,True,2020-09-11
Casa Grande,683,TECNOLOGIA,+55 41 9004-1524,saragarcia@nascimento.br,54.706.831/0001-02,False,2022-04-26
Campos e Filhos,463,COMBUSTIVEL,(031) 6709 3672,caio28@araujo.org,17.850.394/0001-70,True,2023-08-15
Rocha S.A.,764,TRANSPORTE,+55 51 6134 0799,erickgomes@ferreira.br,52.786.140/0001-30,False,2025-12-21
Mendonça,295,LIMPEZA,21 5150-6688,ferreiraelisa@camargo.com.br,59.683.071/0001-89,False,2025-12-09
Aparecida,980,COMBUSTIVEL,0300 363 6460,ester51@camargo.com.br,13.842.790/0001-02,True,2018-08-29
Freitas,7,CATERING,+55 11 8256 9619,enricocasa-grande@nunes.br,48.693.725/0001-39,True,2024-08-12
Sousa,555,TECNOLOGIA,+55 (081) 1963-0527,da-luznicolas@oliveira.com.br,29.564.031/0001-57,True,2018-09-07
Abreu Campos S.A.,363,LIMPEZA,(081) 4690-1763,safernando@da.br,08.572.139/0001-11,True,2023-07-26
Cavalcanti Correia S/A,920,CATERING,81 3567 3577,heloisa94@vargas.org,10.485.692/0001-69,True,2019-02-17
Costela,565,TRANSPORTE,+55 (031) 3248 2746,ayllacardoso@viana.com,18.209.467/0001-01,True,2023-09-21
Montenegro,180,HANDLING,81 2185 3111,milenateixeira@martins.com.br,90.357.641/0001-90,True,2020-04-22
Rezende,340,TRANSPORTE,0800-472-8132,lduarte@fernandes.com,39.740.125/0001-93,True,2020-03-30
Fonseca,530,TRANSPORTE,+55 11 5313-2452,vsales@machado.com.br,15.068.974/0001-84,True,2023-04-09
Novais,188,LIMPEZA,+55 (081) 7126 5249,vitoria91@castro.com.br,98.346.102/0001-68,True,2017-09-03
Campos,976,HANDLING,+55 84 9777-6491,isabellysilveira@jesus.br,65.241.830/0001-56,True,2026-01-27
Ribeiro,291,COMBUSTIVEL,+55 81 9029-4849,mateus45@mendes.com.br,69.157.438/0001-84,True,2022-03-15
Vasconcelos e Filhos,19,HANDLING,+55 (051) 9159 5678,joao-miguelcostela@sa.gov.br,36.074.289/0001-30,True,2024-03-28
Leão - ME,392,TECNOLOGIA,+55 51 8536 0878,macedojoao-gabriel@rios.com,39.107.685/0001-05,True,2024-07-12
Câmara,750,LIMPEZA,(031) 2037-3448,fernandafonseca@mendes.com,71.023.658/0001-67,True,2019-09-19
Mendonça,715,TRANSPORTE,(081) 0546-7393,goncalvestheodoro@pastor.br,46.751.023/0001-39,True,2024-12-20
Nascimento,856,CATERING,+55 71 0253 1292,ileao@da.br,80.942.671/0001-00,True,2016-08-28
Vasconcelos Ltda.,10,TRANSPORTE,51 1597 0001,andrademanuella@moreira.org,67.352.890/0001-71,True,2023-04-04
Oliveira Porto S/A,529,TECNOLOGIA,81 9413-1985,emonteiro@casa.com,54.298.713/0001-02,True,2017-07-28
Borges - EI,247,HANDLING,+55 (061) 3594 0942,davi-lucas25@pinto.gov.br,90.361.572/0001-99,True,2023-07-17
Gomes,987,MANUTENCAO,(021) 0628-9513,arthur-gabriel39@novaes.net,87.425.106/0001-15,True,2018-02-12
Jesus da Costa S.A.,648,CONSULTORIA,0300 397 0266,ninacavalcante@melo.br,48.192.076/0001-92,True,2018-03-19
Melo - EI,676,HANDLING,84 0577 6771,joao-gabrielteixeira@da.com,87.563.201/0001-85,True,2024-12-25
da Costa Rocha S/A,898,HANDLING,+55 (084) 6067-7871,vitorteixeira@ribeiro.com,65.893.017/0001-60,True,2021-03-19
Mendes,56,SEGURANCA,+55 71 5145-3752,livia44@duarte.br,90.164.283/0001-08,True,2018-04-30
Sousa,24,CATERING,(021) 7338-5157,vda-paz@monteiro.com,50.674.812/0001-90,True,2019-12-25
Pacheco S.A.,201,CATERING,+55 71 6502-7586,da-cruzana-clara@garcia.net,39.217.450/0001-76,True,2021-03-01
Machado,458,TRANSPORTE,+55 (071) 5155 7826,stellanogueira@porto.com.br,24.930.657/0001-16,True,2025-05-10
Vargas,897,MANUTENCAO,+55 (031) 8697-4762,maria-isisalves@rodrigues.gov.br,47.865.132/0001-40,True,2018-01-19
Campos Vieira - EI,371,HANDLING,+55 (021) 2941-2328,teixeiraheloisa@ferreira.gov.br,41.526.790/0001-20,True,2025-08-04
Dias Nascimento - EI,162,TECNOLOGIA,+55 41 1400-3563,costaliam@lopes.br,40.937.561/0001-36,True,2023-12-15
Lima - EI,315,MANUTENCAO,0800 621 3250,icavalcanti@nascimento.br,64.327.509/0001-26,True,2025-05-01
Costela Almeida - EI,160,TRANSPORTE,+55 (041) 5872-8946,nrios@costela.com,63.804.279/0001-86,True,2018-03-04
Castro,166,LIMPEZA,61 2803 3649,moraesalice@da.gov.br,19.678.254/0001-91,True,2017-01-02
Brito Araújo e Filhos,436,MANUTENCAO,+55 41 6636 6228,eloa54@da.edu.br,57.618.420/0001-53,True,2018-03-10
Moraes Ltda.,216,TECNOLOGIA,51 6106 6002,sabreu@pastor.com,17.485.296/0001-80,True,2018-03-22
Carvalho,765,LIMPEZA,(041) 4106 6788,antonella73@barbosa.com,24.918.563/0001-21,True,2020-12-11
Albuquerque,238,CATERING,(051) 1107-2985,cavalcanteryan@ferreira.com.br,06.839.245/0001-93,False,2020-03-14
Vasconcelos Campos - ME,918,TRANSPORTE,+55 21 4795 5412,anasa@castro.edu.br,81.567.902/0001-06,True,2026-05-25
Carvalho,495,HANDLING,+55 61 7680 1269,vcavalcante@duarte.br,32.457.018/0001-03,True,2021-06-11
Aragão da Cruz e Filhos,972,CATERING,+55 (041) 5027-4962,raulmontenegro@da.com,37.628.150/0001-54,True,2025-12-25
Sousa,58,CONSULTORIA,51 0330 8641,juliana32@moraes.com.br,05.962.438/0001-74,True,2018-03-21
Pacheco,758,SEGURANCA,+55 (041) 5182 3772,araujocaua@da.org,47.390.586/0001-01,True,2024-08-29
Silva,88,LOGISTICA,+55 (021) 0345 6884,rfarias@sa.net,74.893.560/0001-59,True,2023-12-12
Câmara Gonçalves - ME,170,CATERING,+55 (081) 4741 2081,correialuiza@montenegro.br,28.409.173/0001-87,True,2018-05-29
Almeida,507,COMBUSTIVEL,+55 84 6957 7526,snovais@cunha.com.br,16.378.409/0001-86,True,2021-10-11
da Luz Ramos - EI,834,COMBUSTIVEL,+55 (084) 3537 6429,pedro-lucasalbuquerque@pinto.net,95.286.307/0001-07,True,2025-07-23
Correia,21,SEGURANCA,+55 (061) 9873-4011,mariana47@da.com.br,73.968.025/0001-57,True,2017-02-04
Marques,222,MANUTENCAO,61 1945-6597,nda-conceicao@brito.com.br,03.492.817/0001-12,False,2025-08-18
Aragão - EI,782,CATERING,+55 (031) 4175 6943,melolorenzo@rodrigues.gov.br,87.960.351/0001-22,True,2021-11-13
Cirino,55,CONSULTORIA,+55 31 6341-1048,lunna86@camargo.com,65.781.402/0001-16,True,2018-11-11
Cavalcante - ME,822,MANUTENCAO,84 9885-2499,pintojade@porto.org,15.829.370/0001-03,True,2021-02-24
Marques Leão S.A.,43,CONSULTORIA,+55 71 8559 6707,lopesthomas@novaes.com.br,14.806.527/0001-12,True,2023-12-25
Jesus,714,CATERING,+55 (061) 2310 6407,lcastro@moura.com.br,29.578.130/0001-98,False,2020-12-19
Pastor,542,TECNOLOGIA,(084) 9925-1973,ojesus@da.br,58.764.130/0001-80,True,2017-06-08
Correia,414,LOGISTICA,0900 259 0677,novaisayla@silva.com.br,17.495.028/0001-40,True,2019-02-07
Garcia,540,TRANSPORTE,+55 (081) 0413 1667,jfogaca@vasconcelos.com,71.234.608/0001-29,True,2023-09-25
Sousa Duarte S/A,534,SEGURANCA,81 4272 9904,olivianovaes@mendonca.br,76.281.304/0001-36,True,2022-05-02
da Cruz,360,LIMPEZA,+55 11 6391 5846,maria-sophia25@aragao.com.br,46.791.053/0001-79,True,2016-10-13
Sales,451,TRANSPORTE,+55 51 5502 6134,sampaiomaria-julia@borges.com.br,06.837.521/0001-84,True,2016-06-28
da Conceição,479,HANDLING,+55 (051) 4216-9435,lucas-gabrielmontenegro@barbosa.br,80.549.176/0001-36,True,2024-02-16
Cirino Camargo S.A.,446,SEGURANCA,41 7886 4555,juliacamargo@campos.com,70.592.381/0001-20,True,2019-01-30
Andrade,145,CONSULTORIA,84 6874-4123,zoe96@dias.gov.br,26.397.041/0001-57,True,2019-08-08
Rios,506,HANDLING,(084) 1517 9751,maria-lauramoreira@pastor.br,31.298.745/0001-02,False,2025-06-08
Rios S/A,618,MANUTENCAO,0900-762-1346,goncalvesyuri@barbosa.br,26.518.749/0001-19,True,2020-11-14
Aparecida,369,LIMPEZA,31 1014-8129,nbarbosa@aparecida.com.br,84.372.906/0001-27,True,2023-04-04
Mendonça - EI,845,TECNOLOGIA,+55 51 0080 5889,fariasnicole@nogueira.org,03.825.964/0001-67,True,2025-10-28
Sales e Filhos,287,LIMPEZA,+55 (071) 5635 8699,portoleo@vasconcelos.com,16.842.307/0001-70,True,2017-09-11
da Rocha Lopes - ME,782,LIMPEZA,(011) 4281-2598,isabellavasconcelos@aragao.gov.br,89.475.203/0001-48,True,2023-01-12
Pacheco S.A.,395,CATERING,+55 (011) 3314 6565,hsilva@goncalves.br,78.190.245/0001-16,True,2021-07-30
Montenegro Nunes e Filhos,913,HANDLING,61 4164 5086,aylacorreia@vargas.com,72.459.361/0001-01,True,2018-01-07
Jesus Brito S.A.,522,COMBUSTIVEL,0300 557 4586,montenegroapollo@montenegro.net,93.407.125/0001-11,True,2021-03-03
Rocha Porto - ME,624,LOGISTICA,31 8598-8192,lopeshadassa@garcia.gov.br,32.574.916/0001-41,True,2023-10-30
Carvalho da Costa - ME,706,SEGURANCA,61 3127-5341,catarinafernandes@novais.com.br,02.849.531/0001-89,True,2017-10-16
Leão S.A.,23,MANUTENCAO,0300 450 2694,maria35@da.org,31.058.642/0001-75,True,2018-07-10
Ribeiro,468,TECNOLOGIA,(011) 7906-6747,oramos@sa.com,10.487.926/0001-07,True,2024-05-20
Gonçalves Almeida S/A,226,COMBUSTIVEL,71 7779-5334,joao-felipeduarte@pastor.com,24.973.580/0001-61,True,2024-03-05
da Cunha,52,SEGURANCA,21 7502 1885,franciscobrito@moura.org,60.357.142/0001-32,True,2023-02-28
Nogueira,530,TRANSPORTE,21 4204-7598,emillyribeiro@machado.com.br,70.645.192/0001-79,True,2022-03-17
Cardoso Ramos e Filhos,219,TRANSPORTE,+55 (071) 2546 1679,juliana77@moreira.edu.br,63.950.128/0001-36,True,2021-05-12
Viana,235,COMBUSTIVEL,0800 211 8572,brendapires@borges.org,73.984.615/0001-73,True,2019-10-07
Fogaça,347,HANDLING,(021) 9977 9178,joao-gabrielalmeida@novaes.gov.br,10.875.294/0001-59,True,2023-05-10
